season,week,status,outcome,competitive_end_week,target_lights,source_hash,event_count,solutions_remaining,information_bits,information_progress,decision_count,mean_elimination,observed_nights,latest_lights,week_lights,cumulative_lights,light_form,secure_matches,confirmed_boxes,double_match_found,box_information_gain,night_information_gain,terminal,metric_version
s6,9,completed,won,10,10,fd0215bc00351c67a60b0c2965b3bc329f4490d092b85abcc82704100e64d5eb,18,4,25.57242082824161,0.9274637503736538,18,0.6264663929879271,9,7,7,40,0.6050781249999999,3,3,False,0.0,0.19999999999999996,False,2
s6,10,completed,won,10,10,fd0215bc00351c67a60b0c2965b3bc329f4490d092b85abcc82704100e64d5eb,20,3,25.987458327520454,0.9425163821996461,20,0.5936972361322237,10,10,10,50,0.8025390625,4,4,False,0.25,0.0,True,2
s7,1,completed,lost,10,10,50676aa6a6a860c0d9d49b8f14ddce5cf8025f4b6ca877fa7aec6e9be25cf014,2,11182756,4.157648378573502,0.15079011032339049,2,0.7632927481634968,1,3,3,3,0.3,0,0,False,0.10000000000000009,0.937744085475567,False,2
s7,2,completed,lost,10,10,50676aa6a6a860c0d9d49b8f14ddce5cf8025f4b6ca877fa7aec6e9be25cf014,4,3104931,6.0062910507177065,0.21783691349167428,4,0.6468318277505907,2,2,2,5,0.25,0,0,False,0.0,0.7223465306763377,False,2
s7,3,completed,lost,10,10,50676aa6a6a860c0d9d49b8f14ddce5cf8025f4b6ca877fa7aec6e9be25cf014,6,1177404,7.4052428248713476,0.26857427104428844,6,0.5749239553903516,3,2,2,7,0.225,0,0,False,0.08550850244337149,0.5853383404362773,False,2
s7,4,completed,lost,10,10,50676aa6a6a860c0d9d49b8f14ddce5cf8025f4b6ca877fa7aec6e9be25cf014,8,69303,11.491790643350686,0.41678569737989735,8,0.6305307584526144,3,2,,7,0.225,1,1,False,0.9411391501982327,0.0,False,2
s7,5,completed,lost,10,10,50676aa6a6a860c0d9d49b8f14ddce5cf8025f4b6ca877fa7aec6e9be25cf014,10,7893,14.626062794354567,0.5304598709509586,10,0.6371629410328976,4,5,5,12,0.3625,1,1,False,0.0993896368122591,0.8735400144196106,False,2
s7,6,completed,lost,10,10,50676aa6a6a860c0d9d49b8f14ddce5cf8025f4b6ca877fa7aec6e9be25cf014,13,187,20.025526368353976,0.7262882897769507,12,0.6854838213724421,5,4,4,16,0.38125,1,1,False,0.0,0.8839230291744258,False,2
s7,7,completed,lost,10,10,50676aa6a6a860c0d9d49b8f14ddce5cf8025f4b6ca877fa7aec6e9be25cf014,15,88,21.112989209604315,0.7657285278331059,14,0.6484189195750263,6,4,4,20,0.390625,2,2,False,0.5294117647058822,0.0,False,2
s7,8,completed,lost,10,10,50676aa6a6a860c0d9d49b8f14ddce5cf8025f4b6ca877fa7aec6e9be25cf014,17,16,23.57242082824161,0.8549275007473076,16,0.6398365471045145,7,5,5,25,0.4453125,2,2,False,0.0,0.8181818181818181,False,2
s7,9,completed,lost,10,10,50676aa6a6a860c0d9d49b8f14ddce5cf8025f4b6ca877fa7aec6e9be25cf014,19,8,24.57242082824161,0.8911956255604807,18,0.6118017526797502,8,3,3,28,0.37265625,2,2,False,0.0,0.5,False,2
s7,10,completed,lost,10,10,50676aa6a6a860c0d9d49b8f14ddce5cf8025f4b6ca877fa7aec6e9be25cf014,21,8,24.57242082824161,0.8911956255604807,20,0.5732748760362274,9,4,4,32,0.386328125,3,3,False,0.0,0.0,True,2
s7,11,completed,lost,10,10,50676aa6a6a860c0d9d49b8f14ddce5cf8025f4b6ca877fa7aec6e9be25cf014,22,1,27.57242082824161,1.0,20,0.6154137846199861,9,4,,32,0.386328125,10,3,False,0.0,0.0,True,2
s6vip,1,ongoing,,,10,95febf64ec46df4c0906bad9144d41e8cb7892d01547bcf6339e0e7da05ec1f4,4,10309492,4.274591547298195,0.15503344042423872,3,0.6275454863722165,1,3,3,3,0.3,0,0,False,0.18888888888888888,0.936300008501989,False,2
s6vip,2,ongoing,,,10,95febf64ec46df4c0906bad9144d41e8cb7892d01547bcf6339e0e7da05ec1f4,6,991745,7.652451763891946,0.27754369312468496,5,0.6538403080258488,2,3,3,6,0.3,0,0,False,0.2888962909132671,0.8647211789525144,False,2
s6vip,3,ongoing,,,10,95febf64ec46df4c0906bad9144d41e8cb7892d01547bcf6339e0e7da05ec1f4,8,1679,16.85867494226252,0.6114404963311303,7,0.8116330367122369,3,3,3,9,0.3,1,1,True,0.9890062465653974,0.8460056865083004,False,2
s6vip,4,ongoing,,,10,95febf64ec46df4c0906bad9144d41e8cb7892d01547bcf6339e0e7da05ec1f4,11,225,22.92820526742483,0.7458270563703111,9,0.8289581062168969,4,4,4,13,0.35,1,1,True,0.2632519356759976,0.9797898140662894,False,2
